utc,elapsed_s,x_m,y_m,z_m
2027-04-01T00:00:00.000Z,0.0,6510319.215,2369562.410,0.000
2027-04-01T00:01:00.000Z,60.0,6402650.457,2621631.140,363200.742
2027-04-01T00:02:00.000Z,120.0,6267325.914,2862375.935,724828.156
2027-04-01T00:03:00.000Z,180.0,6104930.945,3090757.304,1083316.034
2027-04-01T00:04:00.000Z,240.0,5916168.290,3305789.476,1437111.952
2027-04-01T00:05:00.000Z,300.0,5701854.950,3506544.681,1784684.069
2027-04-01T00:06:00.000Z,360.0,5462918.549,3692157.176,2124527.825
2027-04-01T00:07:00.000Z,420.0,5200393.214,3861826.972,2455172.504
2027-04-01T00:08:00.000Z,480.0,4915414.978,4014823.267,2775187.627
2027-04-01T00:09:00.000Z,540.0,4609216.747,4150487.555,3083189.146
2027-04-01T00:10:00.000Z,600.0,4283122.853,4268236.407,3377845.421
2027-04-01T00:11:00.000Z,660.0,3938543.218,4367563.913,3657882.937
2027-04-01T00:12:00.000Z,720.0,3576967.169,4448043.779,3922091.751
2027-04-01T00:13:00.000Z,780.0,3199956.933,4509331.065,4169330.642
2027-04-01T00:14:00.000Z,840.0,2809140.837,4551163.575,4398531.952
2027-04-01T00:15:00.000Z,900.0,2406206.257,4573362.882,4608706.080
2027-04-01T00:16:00.000Z,960.0,1992892.344,4575835.001,4798945.646
2027-04-01T00:17:00.000Z,1020.0,1570982.549,4558570.704,4968429.287
2027-04-01T00:18:00.000Z,1080.0,1142297.001,4521645.481,5116425.082
2027-04-01T00:19:00.000Z,1140.0,708684.749,4465219.153,5242293.597
