"Time (EpSec)","x (m)","y (m)","z (m)","vx (m/sec)","vy (m/sec)","vz (m/sec)"
45000.0,4784490.336,-2081365.908,-4558031.425,5168.944533,4361.433109,3434.163901
45060.0,5084164.104,-1815489.453,-4342160.257,4813.970905,4501.425528,3754.519994
45120.0,5361909.450,-1541803.595,-4107535.882,4438.220589,4622.016703,4058.660819
45180.0,5616527.615,-1261487.891,-3855171.610,4043.314257,4722.687992,4345.272833
45240.0,5846919.595,-975750.407,-3586157.370,3630.955262,4803.006603,4613.118197
45300.0,6052090.882,-685822.512,-3301654.998,3202.922291,4862.627455,4861.040123
45360.0,6231155.758,-392953.569,-3002893.221,2761.061691,4901.294661,5087.967869
45420.0,6383341.119,-98405.554,-2691162.351,2307.279505,4918.842624,5292.921364
45480.0,6507989.809,196552.386,-2367808.713,1843.533253,4915.196750,5475.015443
45540.0,6604563.464,490649.394,-2034228.826,1371.823483,4890.373760,5633.463665
45600.0,6672644.832,782618.388,-1691863.378,894.185145,4844.481618,5767.581714
45660.0,6711939.580,1071201.513,-1342190.999,412.678808,4777.719060,5876.790351
45720.0,6722277.562,1355155.563,-986721.878,-70.618224,4690.374732,5960.617920
45780.0,6703613.560,1633257.335,-626991.237,-553.620880,4582.825944,6018.702380
45840.0,6656027.476,1904308.901,-264552.705,-1034.245312,4455.537038,6050.792872
45900.0,6579723.999,2167142.765,99028.394,-1510.417891,4309.057386,6056.750802
45960.0,6475031.715,2420626.893,462181.803,-1980.084146,4144.019017,6036.550439
46020.0,6342401.699,2663669.591,823339.111,-2441.217639,3961.133890,5990.279024
46080.0,6182405.566,2895224.202,1180940.528,-2891.828695,3761.190823,5918.136399
46140.0,5995733.013,3114293.616,1533441.621,-3329.973001,3545.052090,5820.434137
46200.0,5783188.841,3319934.565,1879319.986,-3753.759982,3313.649704,5697.594201
46260.0,5545689.489,3511261.681,2217081.820,-4161.360971,3067.981397,5550.147120
46320.0,5284259.079,3687451.311,2545268.375,-4551.017090,2809.106318,5378.729700
46380.0,5000025.005,3847745.062,2862462.257,-4921.046846,2538.140467,5184.082267
46440.0,4694213.064,3991453.064,3167293.550,-5269.853384,2256.251883,4967.045479
46500.0,4368142.178,4117956.940,3458445.727,-5595.931380,1964.655611,4728.556689
46560.0,4023218.696,4226712.468,3734661.340,-5897.873537,1664.608463,4469.645897
46620.0,3660930.339,4317251.919,3994747.453,-6174.376659,1357.403602,4191.431304
46680.0,3282839.774,4389186.072,4237580.788,-6424.247273,1044.364967,3895.114482
46740.0,2890577.879,4442205.886,4462112.580,-6646.406785,726.841570,3581.975184
46800.0,2485836.708,4476083.827,4667373.107,-6839.896133,406.201680,3253.365815
46860.0,2070362.188,4490674.846,4852475.876,-7003.879926,83.826928,2910.705597
46920.0,1645946.594,4485916.996,5016621.453,-7137.650054,-238.893644,2555.474431
46980.0,1214420.812,4461831.700,5159100.916,-7240.628745,-560.569575,2189.206515
47040.0,777646.442,4418523.654,5279298.914,-7312.371059,-879.814967,1813.483709
47100.0,337507.770,4356180.366,5376696.329,-7352.566810,-1195.254463,1429.928711
47160.0,-104096.364,4275071.353,5450872.514,-7361.041910,-1505.529168,1040.198043
47220.0,-545260.757,4175546.969,5501507.112,-7337.759121,-1809.302506,645.974899
47280.0,-984082.064,4058036.895,5528381.440,-7282.818219,-2105.265974,248.961876
47340.0,-1418667.006,3923048.281,5531379.430,-7196.455565,-2392.144783,-149.126380
47400.0,-1847140.543,3771163.563,5510488.135,-7079.043092,-2668.703345,-546.570579
47460.0,-2267653.962,3603037.942,5465797.782,-6931.086700,-2933.750594,-941.654213
47520.0,-2678392.851,3419396.565,5397501.381,-6753.224074,-3186.145122,-1332.670969
47580.0,-3077584.933,3221031.391,5305893.897,-6546.221943,-3424.800086,-1717.932098
47640.0,-3463507.709,3008797.783,5191370.969,-6310.972767,-3648.687893,-2095.773709
47700.0,-3834495.893,2783610.811,5054427.207,-6048.490895,-3856.844624,-2464.563954
47760.0,-4188948.595,2546441.314,4895654.052,-5759.908188,-4048.374183,-2822.710078
47820.0,-4525336.231,2298311.709,4715737.225,-5446.469138,-4222.452156,-3168.665297
47880.0,-4842207.127,2040291.587,4515453.761,-5109.525505,-4378.329357,-3500.935476
47940.0,-5138193.776,1773493.103,4295668.659,-4750.530482,-4515.335055,-3818.085584
48000.0,-5412018.746,1499066.176,4057331.140,-4371.032433,-4632.879859,-4118.745893
48060.0,-5662500.191,1218193.543,3801470.553,-3972.668210,-4730.458252,-4401.617891
48120.0,-5888556.953,932085.651,3529191.925,-3557.156096,-4807.650770,-4665.479893
48180.0,-6089213.225,641975.447,3241671.191,-3126.288393,-4864.125797,-4909.192313
48240.0,-6263602.770,349113.065,2940150.114,-2681.923688,-4899.640997,-5131.702590
48300.0,-6410972.654,54760.435,2625930.923,-2225.978842,-4914.044351,-5332.049733
48360.0,-6530686.499,-239814.153,2300370.690,-1760.420714,-4907.274806,-5509.368469
48420.0,-6622227.234,-533341.512,1964875.464,-1287.257682,-4879.362538,-5662.892982
48480.0,-6685199.322,-824557.027,1620894.204,-808.530976,-4830.428812,-5791.960220
48540.0,-6719330.477,-1112206.106,1269912.520,-326.305872,-4760.685460,-5896.012760
48600.0,-6724472.834,-1395049.579,913446.255,157.337216,-4670.433963,-5974.601212
48660.0,-6700603.596,-1671869.045,553034.937,640.311711,-4560.064143,-6027.386163
48720.0,-6647825.127,-1941472.112,190235.136,1120.533880,-4430.052488,-6054.139643
48780.0,-6566364.523,-2202697.538,-173386.265,1595.931816,-4280.960088,-6054.746106
48840.0,-6456572.626,-2454420.232,-536258.833,2064.454385,-4113.430213,-6029.202934
48900.0,-6318922.520,-2695556.097,-896815.373,2524.080071,-3928.185545,-5977.620443
48960.0,-6154007.485,-2925066.702,-1253498.686,2972.825699,-3726.025053,-5900.221412
49020.0,-5962538.447,-3141963.754,-1604768.308,3408.754994,-3507.820549,-5797.340117
49080.0,-5745340.911,-3345313.352,-1949107.150,3829.986933,-3274.512930,-5669.420888
49140.0,-5503351.399,-3534240.008,-2285028.060,4234.703864,-3027.108120,-5517.016191
49200.0,-5237613.415,-3707930.417,-2611080.241,4621.159347,-2766.672733,-5340.784242
49260.0,-4949272.946,-3865636.959,-2925855.517,4987.685692,-2494.329474,-5141.486163
49320.0,-4639573.515,-4006680.914,-3227994.415,5332.701154,-2211.252298,-4919.982695
49380.0,-4309850.825,-4130455.387,-3516192.039,5654.716763,-1918.661353,-4677.230482
49440.0,-3961526.993,-4236427.916,-3789203.701,5952.342745,-1617.817719,-4414.277939
49500.0,-3596104.417,-4324142.765,-4045850.302,6224.294521,-1310.017972,-4132.260722
49560.0,-3215159.299,-4393222.881,-4285023.418,6469.398256,-996.588595,-3832.396825
49620.0,-2820334.842,-4443371.519,-4505690.093,6686.595918,-678.880266,-3515.981321
49680.0,-2413334.165,-4474373.513,-4706897.297,6874.949854,-358.262032,-3184.380766
49740.0,-1995912.956,-4486096.199,-4887776.044,7033.646830,-36.115414,-2839.027298
49800.0,-1569871.897,-4478489.987,-5047545.142,7162.001545,286.171548,-2481.412451
49860.0,-1137048.897,-4451588.564,-5185514.570,7259.459594,607.210277,-2113.080718
49920.0,-699311.165,-4405508.752,-5301088.457,7325.599858,925.617639,-1735.622873
49980.0,-258547.150,-4340449.995,-5393767.654,7360.136323,1240.021902,-1350.669105
50040.0,183341.598,-4256693.499,-5463151.893,7362.919323,1549.068648,-959.881979
50100.0,624448.640,-4154601.016,-5508941.512,7333.936181,1851.426606,-564.949251
50160.0,1062870.869,-4034613.281,-5530938.752,7273.311273,2145.793387,-167.576584
50220.0,1496716.720,-3897248.108,-5529048.611,7181.305489,2430.901093,230.519825
50280.0,1924114.333,-3743098.158,-5503279.250,7058.315115,2705.521779,627.620649
50340.0,2343219.627,-3572828.381,-5453741.965,6904.870123,2968.472742,1022.010863
50400.0,2752224.262,-3387173.148,-5380650.701,6721.631887,3218.621615,1411.987151
50460.0,3149363.433,-3186933.082,-5284321.129,6509.390336,3454.891240,1795.865255
50520.0,3532923.493,-2972971.605,-5165169.283,6269.060544,3676.264311,2171.987258
50580.0,3901249.343,-2746211.220,-5023709.764,6001.678789,3881.787751,2538.728739
50640.0,4252751.575,-2507629.527,-4860553.517,5708.398080,4070.576816,2894.505792
50700.0,4585913.330,-2258255.013,-4676405.192,5390.483191,4241.818904,3237.781863
50760.0,4899296.846,-1999162.616,-4472060.101,5049.305200,4394.777052,3567.074389
50820.0,5191549.659,-1731469.093,-4248400.782,4686.335582,4528.793109,3880.961200
50880.0,5461410.445,-1456328.206,-4006393.191,4303.139857,4643.290566,4178.086659
50940.0,5707714.458,-1174925.747,-3747082.525,3901.370843,4737.777037,4457.167524
51000.0,5929398.560,-888474.431,-3471588.713,3482.761522,4811.846378,4716.998480
51060.0,6125505.812,-598208.670,-3181101.575,3049.117571,4865.180427,4956.457353
51120.0,6295189.599,-305379.248,-2876875.687,2602.309567,4897.550379,5174.509952
51180.0,6437717.292,-11247.938,-2560224.958,2144.264922,4908.817761,5370.214537
51240.0,6552473.407,282917.939,-2232516.962,1676.959566,4898.935028,5542.725886
51300.0,6638962.261,575850.972,-1895167.025,1202.409425,4867.945759,5691.298947
51360.0,6696810.118,866289.123,-1549632.115,722.661726,4815.984472,5815.292051
51420.0,6725766.801,1152981.163,-1197404.553,239.786160,4743.276033,5914.169689
51480.0,6725706.776,1434692.061,-840005.561,-244.134041,4650.134688,5987.504822
51540.0,6696629.693,1710208.309,-478978.698,-727.011097,4536.962700,6034.980726
51600.0,6638660.391,1978343.141,-115883.190,-1206.761682,4404.248618,6056.392358
51660.0,6552048.367,2237941.656,247712.802,-1681.315918,4252.565162,6051.647245
51720.0,6437166.695,2487885.780,610238.955,-2148.626299,4082.566754,6020.765879
51780.0,6294510.422,2727099.093,970129.568,-2606.676532,3894.986695,5963.881634
51840.0,6124694.437,2954551.456,1325830.322,-3053.490232,3690.634002,5881.240184
51900.0,5928450.817,3169263.452,1675804.993,-3487.139449,3470.389918,5773.198448
51960.0,5706625.673,3370310.602,2018542.087,-3905.752993,3235.204110,5640.223043
52020.0,5460175.503,3556827.346,2352561.369,-4307.524500,2986.090577,5482.888271
52080.0,5190163.065,3728010.767,2676420.254,-4690.720233,2724.123278,5301.873641
52140.0,4897752.794,3883124.050,2988720.039,-5053.686561,2450.431500,5097.960930
52200.0,4584205.785,4021499.654,3288111.943,-5394.857095,2166.194992,4872.030810
52260.0,4250874.347,4142542.181,3573302.933,-5712.759448,1872.638879,4625.059044
52320.0,3899196.178,4245730.943,3843061.308,-6006.021590,1571.028378,4358.112268
52380.0,3530688.159,4330622.196,4096222.016,-6273.377767,1262.663354,4072.343390
52440.0,3146939.812,4396851.055,4331691.692,-6513.673969,948.872706,3768.986608
52500.0,2749606.445,4444133.055,4548453.373,-6725.872907,631.008650,3449.352079
52560.0,2340402.012,4472265.377,4745570.894,-6909.058492,310.440887,3114.820261
52620.0,1921091.719,4481127.721,4922192.931,-7062.439789,-11.449299,2766.835952
52680.0,1493484.408,4470682.811,5077556.678,-7185.354434,-333.274989,2406.902051
52740.0,1059424.756,4440976.562,5210991.139,-7277.271494,-653.649611,2036.573062
52800.0,620785.317,4392137.872,5321920.029,-7337.793757,-971.192907,1657.448388
52860.0,179458.441,4324378.064,5409864.261,-7366.659454,-1284.536887,1271.165417
52920.0,-262651.887,4237989.972,5474444.015,-7363.743387,-1592.331715,879.392453
52980.0,-703638.260,4133346.677,5515380.380,-7329.057473,-1893.251529,483.821511
53040.0,-1141598.084,4010899.892,5532496.558,-7262.750696,-2186.000149,86.161009
53100.0,-1574641.780,3871178.015,5525718.626,-7165.108468,-2469.316663,-311.871611
53160.0,-2000900.940,3714783.849,5495075.857,-7036.551398,-2741.980856,-708.557300
53220.0,-2418536.390,3542392.000,5440700.592,-6877.633483,-3002.818466,-1102.182824
53280.0,-2825746.120,3354745.967,5362827.673,-6689.039718,-3250.706240,-1491.048169
53340.0,-3220773.066,3152654.937,5261793.420,-6471.583144,-3484.576773,-1873.473877
53400.0,-3601912.686,2936990.292,5138034.188,-6226.201345,-3703.423104,-2247.808303
53460.0,-3967520.318,2708681.857,4992084.476,-5953.952404,-3906.303049,-2612.434746
53520.0,-4316018.276,2468713.887,4824574.622,-5656.010341,-4092.343259,-2965.778434
53580.0,-4645902.659,2218120.824,4636228.077,-5333.660047,-4260.742981,-3306.313324
53640.0,-4955749.841,1957982.843,4427858.285,-4988.291749,-4410.777503,-3632.568690
53700.0,-5244222.612,1689421.186,4200365.168,-4621.395010,-4541.801272,-3943.135479
53760.0,-5510075.952,1413593.340,3954731.238,-4234.552305,-4653.250673,-4236.672396
53820.0,-5752162.405,1131688.040,3692017.354,-3829.432197,-4744.646453,-4511.911693
53880.0,-5969437.027,844920.152,3413358.143,-3407.782138,-4815.595782,-4767.664649
53940.0,-6160961.902,554525.433,3119957.096,-2971.420933,-4865.793941,-5002.826702
54000.0,-6325910.187,261755.208,2813081.373,-2522.230894,-4895.025630,-5216.382217
54060.0,-6463569.682,-32129.022,2494056.330,-2062.149721,-4903.165895,-5407.408879
54120.0,-6573345.909,-325861.015,2164259.792,-1593.162143,-4890.180655,-5575.081667
54180.0,-6654764.673,-618175.247,1825116.107,-1117.291354,-4856.126853,-5718.676425
54240.0,-6707474.114,-907812.361,1478089.990,-636.590289,-4801.152201,-5837.572988
54300.0,-6731246.228,-1193524.592,1124680.200,-153.132763,-4725.494539,-5931.257857
54360.0,-6725977.853,-1474081.146,766413.068,330.995471,-4629.480809,-5999.326419
54420.0,-6691691.113,-1748273.501,404835.901,813.705725,-4513.525641,-6041.484696
54480.0,-6628533.332,-2014920.608,41510.302,1292.915385,-4378.129561,-6057.550611
54540.0,-6536776.394,-2272873.987,-321994.574,1766.556894,-4223.876832,-6047.454778
54600.0,-6416815.578,-2521022.665,-684108.799,2232.586678,-4051.432933,-6011.240800
54660.0,-6269167.852,-2758297.966,-1043268.450,2688.993960,-3861.541687,-5949.065080
54720.0,-6094469.647,-2983678.112,-1397922.365,3133.809434,-3655.022053,-5861.196146
54780.0,-5893474.111,-3196192.621,-1746538.841,3565.113767,-3432.764594,-5748.013493
54840.0,-5667047.866,-3394926.491,-2087612.249,3981.045875,-3195.727636,-5610.005941
54900.0,-5416167.267,-3579024.132,-2419669.541,4379.810960,-2944.933137,-5447.769527
54960.0,-5141914.197,-3747693.059,-2741276.605,4759.688249,-2681.462281,-5262.004927
55020.0,-4845471.396,-3900207.293,-3051044.463,5119.038423,-2406.450815,-5053.514435
55080.0,-4528117.365,-4035910.495,-3347635.269,5456.310691,-2121.084156,-4823.198492
55140.0,-4191220.851,-4154218.783,-3629768.089,5770.049480,-1826.592281,-4572.051802
55200.0,-3836234.939,-4254623.250,-3896224.427,6058.900722,-1524.244420,-4301.159034
55260.0,-3464690.793,-4336692.150,-4145853.494,6321.617691,-1215.343596,-4011.690138
55320.0,-3078191.043,-4400072.755,-4377577.178,6557.066390,-901.221000,-3704.895290
55380.0,-2678402.880,-4444492.870,-4590394.692,6764.230444,-583.230258,-3382.099497
55440.0,-2267050.857,-4469762.005,-4783386.909,6942.215487,-262.741600,-3044.696870
55500.0,-1845909.456,-4475772.189,-4955720.319,7090.253021,58.864048,-2694.144606
55560.0,-1416795.430,-4462498.432,-5106650.639,7207.703741,380.201011,-2331.956694
55620.0,-981559.966,-4429998.829,-5235526.020,7294.060286,699.884839,-1959.697373
55680.0,-542080.700,-4378414.305,-5341789.866,7348.949441,1016.538268,-1578.974383
55740.0,-100253.616,-4307968.007,-5424983.240,7372.133742,1328.797156,-1191.432014
55800.0,342015.133,-4218964.334,-5484746.839,7363.512508,1635.316359,-798.744010
55860.0,782817.450,-4111787.625,-5520822.553,7323.122275,1934.775523,-402.606338
55920.0,1220251.524,-3986900.498,-5533054.575,7251.136644,2225.884778,-4.729863
55980.0,1652430.037,-3844841.854,-5521390.077,7147.865533,2507.390286,393.167039
56040.0,2077488.306,-3686224.550,-5485879.437,7013.753844,2778.079647,789.365906
56100.0,2493592.329,-3511732.759,-5426676.020,6849.379545,3036.787119,1182.155607
56160.0,2898946.698,-3322119.011,-5344035.517,6655.451182,3282.398637,1569.839737
56220.0,3291802.346,-3118200.958,-5238314.843,6432.804818,3513.856613,1950.743940
56280.0,3670464.093,-2900857.840,-5109970.589,6182.400439,3730.164486,2323.223141
56340.0,4033297.962,-2671026.697,-4959557.059,5905.317805,3930.391017,2685.668654
56400.0,4378738.230,-2429698.328,-4787723.868,5602.751799,4113.674297,3036.515124
56460.0,4705294.184,-2177913.023,-4595213.140,5276.007274,4279.225454,3374.247293
56520.0,5011556.552,-1916756.073,-4382856.303,4926.493426,4426.332052,3697.406541
56580.0,5296203.590,-1647353.098,-4151570.498,4555.717712,4554.361157,4004.597187
56640.0,5558006.779,-1370865.191,-3902354.617,4165.279354,4662.762056,4294.492514
56700.0,5795836.137,-1088483.914,-3636284.991,3756.862439,4751.068631,4565.840505
56760.0,6008665.084,-801426.168,-3354510.738,3332.228653,4818.901361,4817.469244
56820.0,6195574.886,-510928.942,-3058248.803,2893.209687,4865.968951,5048.291980
56880.0,6355758.609,-218243.987,-2748778.703,2441.699330,4892.069588,5257.311820
56940.0,6488524.613,75367.580,-2427436.996,1979.645303,4897.091800,5443.626036
57000.0,6593299.531,368640.708,-2095611.514,1509.040858,4881.014936,5606.429963
57060.0,6669630.748,660311.865,-1754735.368,1031.916176,4843.909252,5745.020470
57120.0,6717188.359,949124.478,-1406280.755,550.329612,4785.935600,5858.799006
57180.0,6735766.589,1233834.352,-1051752.605,66.358812,4707.344734,5947.274175
57240.0,6725284.688,1513215.023,-692682.076,-417.908247,4608.476221,6010.063865
57300.0,6685787.278,1786063.047,-330619.946,-900.382267,4489.756980,6046.896896
57360.0,6617444.170,2051203.184,32870.087,-1378.981644,4351.699436,6057.614191
57420.0,6520549.626,2307493.454,396218.158,-1851.641446,4194.899304,6042.169464
57480.0,6395521.095,2553830.063,757855.017,-2316.322326,4020.033024,6000.629418
57540.0,6242897.417,2789152.150,1116218.801,-2771.019316,3827.854844,5933.173458
57600.0,6063336.498,3012446.363,1469761.786,-3213.770484,3619.193558,5840.092919
57660.0,5857612.474,3222751.217,1816957.067,-3642.665394,3394.948942,5721.789803
57720.0,5626612.376,3419161.234,2156305.155,-4055.853353,3156.087867,5578.775045
57780.0,5371332.301,3600830.845,2486340.450,-4451.551394,2903.640133,5411.666306
57840.0,5092873.120,3766978.029,2805637.574,-4828.051973,2638.694030,5221.185307
57900.0,4792435.732,3916887.679,3112817.527,-5183.730334,2362.391644,5008.154709
57960.0,4471315.880,4049914.679,3406553.638,-5517.051524,2075.923935,4773.494563
58020.0,4130898.567,4165486.680,3685577.301,-5826.577013,1780.525605,4518.218335
58080.0,3772652.080,4263106.564,3948683.451,-6110.970907,1477.469775,4243.428529
58140.0,3398121.658,4342354.584,4194735.767,-6369.005711,1168.062495,3950.311924
58200.0,3008922.828,4402890.162,4422671.582,-6599.567628,853.637123,3640.134453
58260.0,2606734.434,4444453.361,4631506.473,-6801.661363,535.548572,3314.235729
58320.0,2193291.395,4466865.994,4820338.508,-6974.414428,215.167474,2974.023266
58380.0,1770377.224,4470032.395,4988352.149,-7117.080899,-106.125725,2620.966396
58440.0,1339816.334,4453939.819,5134821.766,-7229.044644,-426.946714,2256.589924
58500.0,903466.162,4418658.500,5259114.778,-7309.821979,-745.913283,1882.467543
58560.0,463209.165,4364341.341,5360694.378,-7359.063762,-1061.651273,1500.215038
58620.0,20944.690,4291223.253,5439121.860,-7376.556899,-1372.800503,1111.483305
58680.0,-421419.212,4199620.137,5494058.504,-7362.225266,-1678.020623,717.951224
58740.0,-861974.025,4089927.522,5525267.046,-7316.130042,-1975.996894,321.318409
58800.0,-1298818.998,3962618.854,5532612.703,-7238.469448,-2265.445845,-76.702137
58860.0,-1730069.346,3818243.456,5516063.747,-7129.577891,-2545.120806,-474.391417
58920.0,-2153864.382,3657424.153,5475691.653,-6989.924531,-2813.817275,-870.031864
58980.0,-2568375.548,3480854.592,5411670.781,-6820.111250,-3070.378106,-1261.914761
59040.0,-2971814.300,3289296.243,5324277.630,-6620.870068,-3313.698495,-1648.347616
59100.0,-3362439.830,3083575.119,5213889.639,-6393.059982,-3542.730732,-2027.661480
59160.0,-3738566.574,2864578.215,5080983.557,-6137.663260,-3756.488716,-2398.218146
59220.0,-4098571.487,2633249.680,4926133.390,-5855.781214,-3954.052201,-2758.417230
59280.0,-4440901.045,2390586.751,4750007.915,-5548.629442,-4134.570756,-3106.703080
59340.0,-4764077.952,2137635.448,4553367.792,-5217.532592,-4297.267426,-3441.571496
59400.0,-5066707.512,1875486.073,4337062.286,-4863.918647,-4441.442077,-3761.576227
59460.0,-5347483.650,1605268.503,4102025.589,-4489.312766,-4566.474408,-4065.335216
59520.0,-5605194.549,1328147.325,3849272.795,-4095.330706,-4671.826619,-4351.536567
59580.0,-5838727.875,1045316.813,3579895.508,-3683.671853,-4757.045728,-4618.944216
59640.0,-6047075.588,757995.787,3295057.133,-3256.111892,-4821.765513,-4866.403264
59700.0,-6229338.283,467422.354,2995987.848,-2814.495148,-4865.708089,-5092.844971
59760.0,-6384729.079,174848.576,2683979.295,-2360.726630,-4888.685102,-5297.291363
59820.0,-6512577.013,-118464.924,2360378.995,-1896.763814,-4890.598535,-5478.859466
59880.0,-6612329.940,-411254.395,2026584.534,-1424.608195,-4871.441125,-5636.765109
59940.0,-6683556.915,-702258.403,1684037.528,-946.296660,-4831.296391,-5770.326321
60000.0,-6725950.054,-990223.265,1334217.389,-463.892693,-4770.338272,-5878.966268
60060.0,-6739325.871,-1273908.452,978634.945,20.522521,-4688.830369,-5962.215749
60120.0,-6723626.062,-1552091.930,618825.907,504.859080,-4587.124809,-6019.715220
60180.0,-6678917.771,-1823575.426,256344.244,987.027375,-4465.660723,-6051.216350
60240.0,-6605393.291,-2087189.588,-107244.536,1464.947111,-4324.962347,-6056.583088
60300.0,-6503369.246,-2341799.025,-470370.141,1936.556282,-4165.636763,-6035.792257
60360.0,-6373285.223,-2586307.194,-831464.281,2399.820062,-3988.371279,-5988.933649
60420.0,-6215701.881,-2819661.124,-1188967.438,2852.739592,-3793.930461,-5916.209641
60480.0,-6031298.529,-3040855.948,-1541335.604,3293.360599,-3583.152841,-5817.934318
60540.0,-5820870.205,-3248939.236,-1887046.948,3719.781831,-3356.947295,-5694.532117
60600.0,-5585324.243,-3443015.088,-2224608.390,4130.163262,-3116.289125,-5546.535997
60660.0,-5325676.362,-3622247.999,-2552562.047,4522.734027,-2862.215860,-5374.585132
60720.0,-5043046.288,-3785866.450,-2869491.532,4895.800069,-2595.822773,-5179.422155
60780.0,-4738652.920,-3933166.233,-3174028.067,5247.751446,-2318.258169,-4961.889949
60840.0,-4413809.082,-4063513.479,-3464856.402,5577.069280,-2030.718427,-4722.928007
60900.0,-4069915.852,-4176347.387,-3740720.486,5882.332312,-1734.442851,-4463.568372
60960.0,-3708456.523,-4271182.637,-4000428.901,6162.223034,-1430.708321,-4184.931185
61020.0,-3330990.206,-4347611.477,-4242860.001,6415.533378,-1120.823796,-3888.219842
61080.0,-2939145.103,-4405305.476,-4466966.757,6641.169928,-806.124671,-3574.715800
61140.0,-2534611.487,-4444016.937,-4671781.284,6838.158642,-487.967020,-3245.773039
61200.0,-2119134.404,-4463579.955,-4856419.015,7005.649054,-167.721756,-2902.812221
61260.0,-1694506.155,-4463911.137,-5020082.524,7142.917949,153.231278,-2547.314546
61320.0,-1262558.554,-4445009.947,-5162064.970,7249.372482,473.509254,-2180.815362
61380.0,-825155.035,-4406958.715,-5281753.151,7324.552743,791.732317,-1804.897529
61440.0,-384182.606,-4349922.268,-5378630.149,7368.133740,1106.529529,-1421.184586
61500.0,58456.288,-4274147.226,-5452277.565,7379.926806,1416.544776,-1031.333737
61560.0,500851.974,-4179960.927,-5502377.326,7359.880414,1720.442610,-637.028697
61620.0,941095.787,-4067770.019,-5528713.058,7308.080404,2016.914001,-239.972415
61680.0,1377288.312,-3938058.701,-5531171.021,7224.749616,2304.681976,158.120276
61740.0,1807547.568,-3791386.635,-5509740.598,7110.246927,2582.507121,555.530067
61800.0,2230017.140,-3628386.530,-5464514.346,6965.065711,2849.192913,950.540597
61860.0,2642874.178,-3449761.413,-5395687.589,6789.831710,3103.590882,1341.445871
61920.0,3044337.271,-3256281.598,-5303557.582,6585.300338,3344.605550,1726.557619
61980.0,3432674.125,-3048781.362,-5188522.222,6352.353423,3571.199151,2104.212597
62040.0,3806209.047,-2828155.348,-5051078.331,6091.995407,3782.396098,2472.779764
62100.0,4163330.168,-2595354.712,-4891819.510,5805.349015,3977.287184,2830.667326
62160.0,4502496.402,-2351383.014,-4711433.578,5493.650410,4155.033499,3176.329617
62220.0,4822244.096,-2097291.900,-4510699.597,5158.243868,4314.870036,3508.273766
62280.0,5121193.347,-1834176.565,-4290484.509,4800.575974,4456.108986,3825.066151
62340.0,5398053.954,-1563171.031,-4051739.395,4422.189390,4578.142698,4125.338589
62400.0,5651630.991,-1285443.263,-3795495.362,4024.716193,4680.446294,4407.794244
62460.0,5880829.960,-1002190.135,-3522859.095,3609.870844,4762.579922,4671.213227
62520.0,6084661.518,-714632.267,-3235008.071,3179.442787,4824.190655,4914.457867
62580.0,6262245.745,-424008.773,-2933185.483,2735.288731,4865.014001,5136.477624
62640.0,6412815.946,-131571.915,-2618694.859,2279.324642,4884.875038,5336.313623
62700.0,6535721.956,161418.292,-2292894.445,1813.517481,4883.689170,5513.102799
62760.0,6630432.954,453699.503,-1957191.327,1339.876711,4861.462482,5666.081625
62820.0,6696539.750,744012.490,-1613035.362,860.445636,4818.291708,5794.589405
62880.0,6733756.555,1031106.563,-1261912.914,377.292582,4754.363815,5898.071131
62940.0,6741922.217,1313744.956,-905340.434,-107.498026,4669.955192,5976.079879
63000.0,6721000.918,1590710.159,-544857.909,-591.834653,4565.430451,6028.278741
63060.0,6671082.331,1860809.162,-182022.217,-1073.627684,4441.240858,6054.442276
63120.0,6592381.237,2122878.590,181599.605,-1550.798433,4297.922381,6054.457488
63180.0,6485236.598,2375789.717,544437.122,-2021.288114,4136.093376,6028.324310
63240.0,6350110.101,2618453.329,904923.289,-2483.066726,3956.451922,5976.155609
63300.0,6187584.166,2849824.410,1261501.213,-2934.141807,3759.772810,5898.176694
63360.0,5998359.435,3068906.647,1612630.883,-3372.567037,3546.904197,5794.724346
63420.0,5783251.755,3274756.718,1956795.817,-3796.450630,3318.763952,5666.245361
63480.0,5543188.656,3466488.351,2292509.612,-4203.963500,3076.335699,5513.294623
63540.0,5279205.356,3643276.148,2618322.366,-4593.347155,2820.664574,5336.532705
63600.0,4992440.292,3804359.128,2932826.937,-4962.921283,2552.852717,5136.723020
63660.0,4684130.216,3949044.012,3234665.023,-5311.091004,2274.054529,4914.728517
63720.0,4355604.856,4076708.198,3522533.024,-5636.353750,1985.471686,4671.507961
63780.0,4008281.184,4186802.447,3795187.678,-5937.305756,1688.347967,4408.111789
63840.0,3643657.305,4278853.244,4051451.426,-6212.648110,1383.963890,4125.677575
63900.0,3263305.992,4352464.831,4290217.499,-6461.192368,1073.631193,3825.425112
63960.0,2868867.904,4407320.916,4510454.698,-6681.865674,758.687185,3508.651153
64020.0,2462044.510,4443186.023,4711211.849,-6873.715400,440.488976,3176.723799
64080.0,2044590.748,4459906.509,4891621.909,-7035.913254,120.407637,2831.076603
64140.0,1618307.453,4457411.221,5050905.710,-7167.758854,-200.177712,2473.202366
64200.0,1185033.593,4435711.796,5188375.327,-7268.682757,-519.885844,2104.646700
64260.0,746638.331,4394902.613,5303437.048,-7338.248916,-837.339376,1727.001348
64320.0,305012.964,4335160.373,5395593.936,-7376.156565,-1151.170701,1341.897309
